iter	RMSE
408	10.29924903
409	10.27534487
410	10.21396587
411	10.19871121
412	10.19382001
413	10.17972617
414	10.14680112
415	10.10669787
416	10.10392394
417	10.06882725
418	10.02240829
419	9.994975714
420	9.945241763
421	9.893824091
422	9.879111079
423	9.872976251
424	9.865225852
425	9.851452385
426	9.83605233
427	9.794885864
428	9.780784216
429	9.775157519
430	9.763350455
431	9.714629092
432	9.692727588
433	9.681526176
434	9.659752
435	9.650136099
436	9.613925135
437	9.591678797
438	9.548382496
439	9.521533856
440	9.505473637
441	9.475439316
442	9.451407324
443	9.432320743
444	9.417429334
445	9.408680402
446	9.388074528
447	9.376197377
448	9.350563101
449	9.341165872
450	9.320012321
451	9.306924677
452	9.264389678
453	9.256551224
454	9.238981556
455	9.207037121
456	9.184934017
457	9.16491028
458	9.137043298
459	9.105723198
460	9.065159599
461	9.044084775
462	9.009999147
463	8.991350705
464	8.955048583
465	8.92094987
466	8.893089444
467	8.876516591
468	8.835068038
469	8.827359735
470	8.804399813
471	8.796729994
472	8.743314388
473	8.73526517
474	8.715943645
475	8.658262668
476	8.648758144
477	8.640334174
478	8.632708799
479	8.615727727
480	8.601125744
481	8.560828711
482	8.535615969
483	8.526897522
484	8.483987765
485	8.459459096
486	8.447132252
487	8.441916892
488	8.430917676
489	8.425053403
490	8.396865499
491	8.369268573
492	8.315625396
493	8.281803817
494	8.268500843
495	8.263983206
496	8.236613725
497	8.177112132
498	8.163987847
499	8.141284534
500	8.128582111
501	8.089004653
502	8.084267499
503	8.05685234
504	8.026886085
505	8.013899557
506	7.98906578
507	7.980108815
508	7.972058344
509	7.961177201
510	7.929987733
511	7.910851083
512	7.887660931
513	7.879786953
514	7.856216333
515	7.853647391
516	7.831430634
517	7.821956037
518	7.801516403
519	7.775813094
520	7.717762764
521	7.673211105
522	7.649762522
523	7.634088054
524	7.610790571
525	7.58292299
526	7.567422737
527	7.554274256
528	7.518896382
529	7.514566075
530	7.489559246
531	7.479511469
532	7.463993058
533	7.452280826
534	7.446200797
535	7.438182147
536	7.422320414
537	7.402786346
538	7.39719302
539	7.39022121
540	7.37053954
541	7.35200761
542	7.34224938
543	7.294867789
544	7.278639229
545	7.270299582
546	7.264678945
547	7.239686707
548	7.221130263
549	7.206581766
550	7.179112515
551	7.154378897
552	7.149651113
553	7.143362023
554	7.128194583
555	7.120368709
556	7.096004072
557	7.084905927
558	7.076787552
559	7.066259767
560	7.056190731
561	7.051911008
562	7.044403406
563	7.024274138
564	6.976485699
565	6.971786979
566	6.954475645
567	6.95141119
568	6.935552485
569	6.915309351
570	6.902319257
571	6.887588504
572	6.869377467
573	6.866344561
574	6.858994092
575	6.841150274
576	6.828018121
577	6.787119993
578	6.770977793
579	6.750244944
580	6.741705372
581	6.726499623
582	6.713382737
583	6.700392476
584	6.672554798
585	6.659091101
586	6.652886724
587	6.639956111
588	6.614113186
589	6.600992991
590	6.561286153
591	6.553379912
592	6.539124916
593	6.536433226
594	6.526339759
595	6.506917122
596	6.494493528
597	6.472457581
598	6.451955214
599	6.450814574
600	6.435287987
601	6.421613013
602	6.415004512
603	6.410590962
604	6.407234235
605	6.387731503
606	6.370231236
607	6.347833319
608	6.325508095
609	6.313970948
610	6.310583658
611	6.279735873
612	6.277687697
613	6.259552225
614	6.216294667
615	6.196868783
616	6.191597808
617	6.181071711
618	6.169943305
619	6.162633205
620	6.140262589
621	6.131235364
622	6.125588663
623	6.111503082
624	6.104228471
625	6.084974256
626	6.058375066
627	6.034979404
628	6.018240598
629	6.008081677
630	6.000571497
631	5.99604945
632	5.992782402
633	5.985072925
634	5.966062827
635	5.947276289
636	5.943481566
637	5.935717934
638	5.910963585
639	5.882207981
640	5.879293654
641	5.868613832
642	5.848427974
643	5.833545882
644	5.828567868
645	5.811884417
646	5.807622329
647	5.783267721
648	5.7736194
649	5.769837229
650	5.761369685
651	5.741687005
652	5.734088562
653	5.727102338
654	5.703156339
655	5.700669379
656	5.679973102
657	5.673038479
658	5.656552009
659	5.649493851
660	5.644867889
661	5.635188712
662	5.614837598
663	5.602303959
664	5.581251044
665	5.573845618
666	5.566930152
667	5.545584186
668	5.521751192
669	5.502966567
670	5.485676499
671	5.451199398
672	5.444000639
673	5.437521299
674	5.434794775
675	5.431279562
676	5.425619003
677	5.415464039
678	5.412678852
679	5.400116405
680	5.395118924
681	5.386683876
682	5.377607591
683	5.361275992
684	5.356300717
685	5.330191084
686	5.320597467
687	5.315006759
688	5.301125915
689	5.280559512
690	5.264522359
691	5.262756679
692	5.247988521
693	5.245867825
694	5.244342919
695	5.234954591
696	5.2212732
697	5.204755256
698	5.197591293
699	5.166680333
700	5.161226552
701	5.153282737
702	5.136394541
703	5.128802763
704	5.119975225
705	5.10765308
706	5.101962849
707	5.098682676
708	5.08488816
709	5.076161304
710	5.052276619
711	5.048705695
712	5.046492229
713	5.012936164
714	5.003527084
715	4.999832342
716	4.992138897
717	4.974970936
718	4.970089721
719	4.948685899
720	4.941888178
721	4.938170239
722	4.934908517
723	4.926627581
724	4.910855368
725	4.907106339
726	4.87155293
727	4.85832873
728	4.852575948
729	4.845205301
730	4.833381501
731	4.827347283
732	4.823714541
733	4.81785392
734	4.817740787
735	4.792680978
736	4.778580667
737	4.772637558
738	4.753789481
739	4.749570381
740	4.74151056
741	4.736858365
742	4.72959301
743	4.726331966
744	4.72018424
